54.36.148.112 - - [31/Jan/2023:16:19:13 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.5 - - [04/Feb/2023:12:24:50 -0800] "GET /bible/israel.html HTTP/1.1" 200 5650 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.19 - - [04/Feb/2023:12:24:56 -0800] "GET /bible/img/image24.jpg HTTP/1.1" 200 3826 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.9 - - [04/Feb/2023:12:24:57 -0800] "GET /bible/img/image26.jpg HTTP/1.1" 200 11422 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.9 - - [04/Feb/2023:12:24:58 -0800] "GET /bible/img/image27.jpg HTTP/1.1" 200 5536 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.8 - - [04/Feb/2023:12:24:59 -0800] "GET /bible/img/image23.jpg HTTP/1.1" 200 3403 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
34.148.204.121 - - [04/Feb/2023:12:25:29 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "forgive490.com"
34.148.204.121 - - [04/Feb/2023:12:25:29 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "forgive490.com"
34.148.204.121 - - [04/Feb/2023:12:25:29 -0800] "GET / HTTP/1.1" 200 5836 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "forgive490.com"
66.249.64.20 - - [04/Feb/2023:12:40:19 -0800] "GET /ads.txt HTTP/1.1" 404 88 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "forgive490.com"
52.167.144.90 - - [04/Feb/2023:13:07:22 -0800] "GET /biblemand/img/tencommandments.jpg HTTP/1.1" 200 132688 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "www.forgive490.com"
207.46.13.113 - - [04/Feb/2023:13:25:10 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "forgive490.com"
207.46.13.96 - - [04/Feb/2023:13:25:43 -0800] "GET /EasyBasketweaveBabyBlanket.pdf HTTP/1.1" 304 - "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "forgive490.com"
35.174.0.125 - - [04/Feb/2023:13:26:21 -0800] "GET /robots.txt HTTP/1.1" 200 57 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36" "forgive490.com"
79.110.184.121 - - [04/Feb/2023:13:26:22 -0800] "GET / HTTP/1.1" 200 5836 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36" "forgive490.com"
51.222.253.10 - - [04/Feb/2023:13:54:36 -0800] "GET /bibleviet/endofstory.html HTTP/1.1" 200 2263 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.4 - - [04/Feb/2023:13:54:38 -0800] "GET /bibleviet/styles.css HTTP/1.1" 200 551 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.10 - - [04/Feb/2023:13:54:38 -0800] "GET /bibleviet/img/vietnamesehow.jpg HTTP/1.1" 200 21533 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
198.27.115.123 - - [04/Feb/2023:14:07:23 -0800] "GET /easybasketweavebabyblanket.php HTTP/1.1" 404 88 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0" "forgive490.com"
24.114.57.47 - - [04/Feb/2023:14:07:40 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1" "forgive490.com"
24.114.57.47 - - [04/Feb/2023:14:08:16 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1" "forgive490.com"
24.114.57.47 - - [04/Feb/2023:14:08:17 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://forgive490.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1" "forgive490.com"
24.114.57.47 - - [04/Feb/2023:14:08:17 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://forgive490.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1" "forgive490.com"
52.167.144.90 - - [04/Feb/2023:14:12:49 -0800] "GET /sitemap.xml HTTP/1.1" 200 170 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "forgive490.com"
17.241.75.72 - - [04/Feb/2023:14:18:50 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" "forgive490.com"
51.222.253.15 - - [04/Feb/2023:14:21:22 -0800] "GET /biblemand/israelm.html HTTP/1.1" 200 6152 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.4 - - [04/Feb/2023:14:21:26 -0800] "GET /biblemand/img/Image24.jpg HTTP/1.1" 200 3826 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.4 - - [04/Feb/2023:14:21:26 -0800] "GET /biblemand/img/babylonianexile.jpg HTTP/1.1" 200 7685 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.18 - - [04/Feb/2023:14:21:27 -0800] "GET /biblemand/img/Image27.jpg HTTP/1.1" 200 5536 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.4 - - [04/Feb/2023:14:21:27 -0800] "GET /biblemand/stylem.css HTTP/1.1" 200 387 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
52.167.144.48 - - [04/Feb/2023:14:29:16 -0800] "GET /modifications HTTP/1.1" 200 799 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "forgive490.com"
103.131.71.137 - - [04/Feb/2023:14:30:30 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)" "forgive490.com"
114.119.154.200 - - [04/Feb/2023:14:37:19 -0800] "GET /biblejapanese/inthebeginning.html HTTP/1.1" 200 5097 "https://www.forgive490.com/biblejapanese/toc.html" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "www.forgive490.com"
114.119.149.228 - - [04/Feb/2023:14:38:40 -0800] "GET /recommended.php HTTP/1.1" 200 20613 "https://forgive490.com/index.php" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "forgive490.com"
198.235.24.59 - - [04/Feb/2023:14:40:14 -0800] "GET / HTTP/1.1" 200 5836 "-" "-" "www.forgive490.com"
51.222.253.14 - - [04/Feb/2023:14:45:27 -0800] "GET /bible/word.html HTTP/1.1" 200 8273 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.4 - - [04/Feb/2023:14:45:31 -0800] "GET /bible/img/image34.jpg HTTP/1.1" 200 7231 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.15 - - [04/Feb/2023:14:45:33 -0800] "GET /bible/img/image28.jpg HTTP/1.1" 200 14121 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.6 - - [04/Feb/2023:14:45:34 -0800] "GET /bible/img/image31.jpg HTTP/1.1" 200 11485 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.19 - - [04/Feb/2023:14:45:34 -0800] "GET /bible/img/image41.jpg HTTP/1.1" 200 17624 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.1 - - [04/Feb/2023:14:45:35 -0800] "GET /bible/img/image43.jpg HTTP/1.1" 200 3182 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.12 - - [04/Feb/2023:14:45:36 -0800] "GET /bible/img/image40.jpg HTTP/1.1" 200 3532 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.1 - - [04/Feb/2023:14:45:38 -0800] "GET /bible/img/image44.jpg HTTP/1.1" 200 4670 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.8 - - [04/Feb/2023:14:45:39 -0800] "GET /bible/img/image38.jpg HTTP/1.1" 200 5714 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.19 - - [04/Feb/2023:14:45:40 -0800] "GET /bible/img/image35.jpg HTTP/1.1" 200 85585 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.3 - - [04/Feb/2023:14:45:40 -0800] "GET /bible/img/image46.jpg HTTP/1.1" 200 3911 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.12 - - [04/Feb/2023:14:45:41 -0800] "GET /bible/img/image32.jpg HTTP/1.1" 200 5631 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.15 - - [04/Feb/2023:14:45:41 -0800] "GET /bible/img/image33.jpg HTTP/1.1" 200 9156 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.3 - - [04/Feb/2023:14:45:42 -0800] "GET /bible/img/image42.jpg HTTP/1.1" 200 5877 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.13 - - [04/Feb/2023:14:45:42 -0800] "GET /bible/img/image29.jpg HTTP/1.1" 200 9185 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.1 - - [04/Feb/2023:14:45:42 -0800] "GET /bible/img/image37.jpg HTTP/1.1" 200 4951 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.13 - - [04/Feb/2023:14:45:43 -0800] "GET /bible/img/image45.jpg HTTP/1.1" 200 3667 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.5 - - [04/Feb/2023:14:45:44 -0800] "GET /bible/img/image36.jpg HTTP/1.1" 200 4322 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
51.222.253.20 - - [04/Feb/2023:14:45:44 -0800] "GET /bible/img/image30.jpg HTTP/1.1" 200 13122 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:48 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.allfreeknitting.com/Knit-Baby-Afghans/Easy-Basket-Weave-Baby-Blanket/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:48 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:48 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:48 -0800] "GET /largeprinteditionoutforwebsite.jpg HTTP/1.1" 200 22436 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:48 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:48 -0800] "GET /EasyBasketweaveBabyBlanket_files/image002.jpg HTTP/1.1" 200 8807 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:48 -0800] "GET /Ravelry.JPG HTTP/1.1" 200 10196 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:48 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:49 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/css/styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:47:49 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
24.210.131.8 - - [04/Feb/2023:14:48:23 -0800] "GET /EasyBasketweaveBabyBlanket.pdf HTTP/1.1" 200 191698 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0" "www.forgive490.com"
114.119.145.100 - - [04/Feb/2023:15:12:49 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "forgive490.com"
114.119.133.190 - - [04/Feb/2023:15:14:06 -0800] "GET / HTTP/1.1" 200 5836 "https://www.baptiststandard.com/archives/page/177/?option=com_content&task=view&id=5632" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "www.forgive490.com"
51.222.253.6 - - [04/Feb/2023:15:23:19 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /EasyBasketweaveBabyBlanket.php HTTP/1.1" 200 11939 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /largeprinteditionoutforwebsite.jpg HTTP/1.1" 200 22436 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /EasyBasketweaveBabyBlanket_files/image002.jpg HTTP/1.1" 200 8807 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/css/styles.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /Ravelry.JPG HTTP/1.1" 200 10196 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:10 -0800] "GET /square.jpg HTTP/1.1" 200 4309724 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
99.102.213.236 - - [04/Feb/2023:15:24:15 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "https://www.forgive490.com/EasyBasketweaveBabyBlanket.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" "www.forgive490.com"
34.138.81.131 - - [04/Feb/2023:15:33:04 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "www.forgive490.com"
34.138.81.131 - - [04/Feb/2023:15:33:04 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "www.forgive490.com"
34.138.81.131 - - [04/Feb/2023:15:33:04 -0800] "GET / HTTP/1.1" 200 5836 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "www.forgive490.com"
103.131.71.66 - - [04/Feb/2023:15:43:06 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)" "www.forgive490.com"
103.131.71.77 - - [04/Feb/2023:15:43:11 -0800] "GET /bibleviet/israel.html HTTP/1.1" 304 - "-" "Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)" "www.forgive490.com"
51.222.253.14 - - [04/Feb/2023:15:45:22 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
51.222.253.10 - - [04/Feb/2023:15:45:28 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "forgive490.com"
24.228.48.62 - - [04/Feb/2023:15:47:41 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" "www.forgive490.com"
24.228.48.62 - - [04/Feb/2023:15:47:42 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://www.forgive490.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" "www.forgive490.com"
24.228.48.62 - - [04/Feb/2023:15:47:42 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://www.forgive490.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" "www.forgive490.com"
24.228.48.62 - - [04/Feb/2023:15:47:42 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://www.forgive490.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" "www.forgive490.com"
24.228.48.62 - - [04/Feb/2023:15:47:42 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "https://www.forgive490.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" "www.forgive490.com"
24.228.48.62 - - [04/Feb/2023:15:47:44 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1" "www.forgive490.com"
52.167.144.90 - - [04/Feb/2023:15:53:58 -0800] "GET / HTTP/1.1" 200 5836 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "www.forgive490.com"
34.138.81.131 - - [04/Feb/2023:16:21:47 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "forgive490.com"
34.138.81.131 - - [04/Feb/2023:16:21:47 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "forgive490.com"
34.138.81.131 - - [04/Feb/2023:16:21:47 -0800] "GET / HTTP/1.1" 200 5836 "-" "ZoominfoBot (zoominfobot at zoominfo dot com)" "forgive490.com"
51.222.253.14 - - [04/Feb/2023:16:24:57 -0800] "GET /bible/spread.html HTTP/1.1" 200 2854 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.forgive490.com"
192.34.84.8 - - [04/Feb/2023:16:42:03 -0800] "GET /BlanketsForRomania.php HTTP/1.1" 200 10661 "-" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "forgive490.com"
192.34.84.8 - - [04/Feb/2023:16:42:04 -0800] "GET /css/styles.css HTTP/1.1" 200 379 "https://forgive490.com/BlanketsForRomania.php" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "forgive490.com"
192.34.84.8 - - [04/Feb/2023:16:42:04 -0800] "GET /img/whitesand.jpg HTTP/1.1" 200 54911 "https://forgive490.com/BlanketsForRomania.php" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "forgive490.com"
192.34.84.8 - - [04/Feb/2023:16:42:04 -0800] "GET /img/cover.jpg HTTP/1.1" 200 12092 "https://forgive490.com/BlanketsForRomania.php" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "forgive490.com"
192.34.84.8 - - [04/Feb/2023:16:42:04 -0800] "GET /exploreGod.png HTTP/1.1" 200 3730 "https://forgive490.com/BlanketsForRomania.php" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "forgive490.com"
192.34.84.8 - - [04/Feb/2023:16:42:04 -0800] "GET /romania/romanianboy004.jpg HTTP/1.1" 200 30821 "https://forgive490.com/BlanketsForRomania.php" "Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1" "forgive490.com"
